,url,header,header_len,meta,meta_len,bytes,word_count,inlinks,unique_in,outlinks,unique_out,ext_links,unique_ext,pa,pub_date
105,https://www.mayoclinic.org/diseases-conditions/thoracic-aortic-aneurysm/symptoms-causes/syc-20350188,thoracic aortic aneurysm,24,Learn about this serious condition in which the upper part of the blood vessel that feeds blood to the body is weakened.,120,58218,2237,25,16,84,55,69,46,0.0,2020-03-05
107,https://www.mayoclinic.org/diseases-conditions/angelman-syndrome/symptoms-causes/syc-20355621,angelman syndrome,17,"Learn about this genetic disorder that causes developmental delays, problems with speech and other symptoms.",108,45426,1478,10,4,74,45,67,45,0.0,2020-02-04
108,https://www.mayoclinic.org/diseases-conditions/vasculitis/symptoms-causes/syc-20363435,vasculitis,10,"An inflammation of the blood vessels, vasculitis may thicken and weaken blood vessel walls. If blood flow is restricted, organ damage can occur.",144,53815,1976,23,14,84,57,68,46,0.0,2017-10-18
109,https://www.mayoclinic.org/diseases-conditions/angina/symptoms-causes/syc-20369373,angina,6,Learn about a type of chest pain caused by reduced blood flow to the heart. This symptom is a sign of underlying heart disease.,127,52546,2299,28,16,79,51,67,45,0.0,2020-03-25
110,https://www.mayoclinic.org/diseases-conditions/hives-and-angioedema/symptoms-causes/syc-20354908,hives and angioedema,20,"Learn more about these common but short-lived skin conditions, their symptoms, causes and home remedies, and how to prevent them.",129,50113,1491,10,5,72,45,70,47,0.0,2019-10-01
111,https://www.mayoclinic.org/diseases-conditions/castleman-disease/symptoms-causes/syc-20370735,castleman disease,17,This rare disorder involves an overgrowth of cells in your body's lymph nodes. Treatment varies depending on how many lymph nodes are involved.,143,44667,1188,20,11,76,49,67,45,0.0,2018-08-30
112,https://www.mayoclinic.org/diseases-conditions/angiosarcoma/symptoms-causes/syc-20350244,angiosarcoma,12,"Learn about this rare cancer that begins in your blood vessels and lymph vessels. Treatments include surgery, radiation therapy and chemotherapy.",145,42757,1248,13,8,71,44,67,45,0.0,2020-04-29
113,https://www.mayoclinic.org/diseases-conditions/anhidrosis/symptoms-causes/syc-20369400,anhidrosis,10,"Anhidrosis — Comprehensive overview covers symptoms, causes, treatment of this inability to sweat normally.",107,43926,1379,9,4,70,43,67,45,0.0,2019-12-03
114,https://www.mayoclinic.org/diseases-conditions/broken-ankle/symptoms-causes/syc-20450025,broken ankle,12,A simple misstep or twisting injury can cause bone fractures. Treatment depends on the exact site of injury and its severity.,125,49960,1688,17,8,74,47,69,46,0.0,2020-03-31
115,https://www.mayoclinic.org/diseases-conditions/sprained-ankle/symptoms-causes/syc-20353225,sprained ankle,14,Sprained ankle — Injury to a ligament of the ankle can usually be treated with at-home care and appropriate exercises to get you back on your feet.,147,48614,1471,17,8,76,48,67,45,0.0,2018-11-28
116,https://www.mayoclinic.org/diseases-conditions/tongue-tie/symptoms-causes/syc-20378452,tongue-tie (ankyloglossia),26,"With tongue-tie (ankyloglossia), a band of tissue (frenulum) tethers the tongue, restricting the range of motion. Learn about symptoms and treatment.",149,43885,1275,10,4,69,43,67,45,0.0,2018-05-15
117,https://www.mayoclinic.org/diseases-conditions/ankylosing-spondylitis/symptoms-causes/syc-20354808,ankylosing spondylitis,22,Learn about this inflammatory disease that can cause some of the vertebrae in your spine to fuse over time.,107,51038,1592,15,7,81,53,70,47,0.0,2019-11-08
118,https://www.mayoclinic.org/diseases-conditions/anorexia-nervosa/symptoms-causes/syc-20353591,anorexia nervosa,16,"Anorexia is an eating disorder characterized by an abnormally low body weight, intense fear of gaining weight and a distorted perception of body weight.",152,54047,2407,22,11,79,52,67,45,0.0,2018-02-20
119,https://www.mayoclinic.org/diseases-conditions/anorgasmia/symptoms-causes/syc-20369422,anorgasmia in women,19,"Anorgasmia is regular difficulty reaching orgasm after plenty of sexual stimulation. It affects many women, causing distress.",125,42626,1341,8,3,67,41,67,45,0.0,2020-03-28
120,https://www.mayoclinic.org/diseases-conditions/cystocele/symptoms-causes/syc-20369452,anterior prolapse (cystocele),29,Anterior prolapse happens when the pelvic floor muscles weaken and the bladder pushes into the top front part of your vagina. Learn how it's treated.,149,46236,1377,10,5,75,46,67,45,0.0,2020-04-21
121,https://www.mayoclinic.org/diseases-conditions/anthrax/symptoms-causes/syc-20356203,anthrax,7,"Anthrax — Comprehensive overview covers symptoms, vaccine, risks of this rare but deadly bacterial disease.",107,50897,1934,14,6,74,48,67,45,0.0,2020-05-15
122,https://www.mayoclinic.org/diseases-conditions/pseudomembranous-colitis/symptoms-causes/syc-20351434,pseudomembranous colitis,24,This inflammatory colon condition is usually caused by the bacterium C. difficile. The use of high-dose antibiotics may let these germs grow unchecked.,151,50318,1805,18,9,73,46,67,45,0.0,2019-06-26
123,https://www.mayoclinic.org/diseases-conditions/antibiotic-associated-diarrhea/symptoms-causes/syc-20352231,antibiotic-associated diarrhea,30,"Learn more about why you might get diarrhea while taking antibiotics, as well as how to treat or prevent this uncomfortable and sometimes serious problem.",154,43719,1325,9,4,67,41,67,45,0.0,2019-05-15
124,https://www.mayoclinic.org/diseases-conditions/antiphospholipid-syndrome/symptoms-causes/syc-20355831,antiphospholipid syndrome,25,Antiphospholipid syndrome — Learn about causes and treatment of this blood disorder that mainly affects women and may cause blood clots and miscarriages.,153,45632,1558,8,3,69,42,68,46,0.0,2019-10-10
125,https://www.mayoclinic.org/diseases-conditions/antisocial-personality-disorder/symptoms-causes/syc-20353928,antisocial personality disorder,31,"People with this mental condition consistently disregard right and wrong, antagonize and manipulate others, and ignore other's rights and feelings.",147,46050,1501,11,5,70,44,67,45,1.0,2019-12-10
126,https://www.mayoclinic.org/diseases-conditions/generalized-anxiety-disorder/symptoms-causes/syc-20360803,generalized anxiety disorder,28,"Excessive, ongoing anxiety and worry can interfere with your daily activities and may be a sign of generalized anxiety disorder, but treatment can help.",152,55530,2058,10,4,80,52,71,47,0.0,2017-10-13
127,https://www.mayoclinic.org/diseases-conditions/social-anxiety-disorder/symptoms-causes/syc-20353561,social anxiety disorder (social phobia),39,Social anxiety disorder is when everyday interactions cause significant worry and self-consciousness because you fear being judged by others.,141,52575,2090,11,5,76,47,69,46,0.0,2017-08-29
128,https://www.mayoclinic.org/diseases-conditions/anxiety/symptoms-causes/syc-20350961,anxiety disorders,17,"Learn the symptoms of this mental health condition, and ways to manage worry and fear that interfere with your daily activities.",128,52476,2236,9,4,73,45,70,48,1.0,2018-05-04
129,https://www.mayoclinic.org/diseases-conditions/coarctation-of-the-aorta/symptoms-causes/syc-20352529,coarctation of the aorta,24,Learn more about the causes and treatment of this usually congenital heart condition that is treatable but requires lifelong follow-up.,135,56551,2475,28,18,83,52,67,45,0.0,2018-03-06
130,https://www.mayoclinic.org/diseases-conditions/aortic-dissection/symptoms-causes/syc-20369496,aortic dissection,17,"Aortic dissection occurs when blood leaks through a tear in the inner layer of the aorta. Left untreated, the condition can be fatal.",133,48322,1792,18,12,72,45,68,46,0.0,2017-12-22
131,https://www.mayoclinic.org/diseases-conditions/aortic-valve-disease/symptoms-causes/syc-20355117,aortic valve disease,20,What is aortic valve disease?,29,53338,1681,16,11,79,50,68,46,0.0,2020-01-09
132,https://www.mayoclinic.org/diseases-conditions/aortic-valve-regurgitation/symptoms-causes/syc-20353129,aortic valve regurgitation,26,Learn more about the symptoms and treatment of this condition in which the heart's aortic valve doesn't close tightly.,118,54553,2035,28,19,81,52,67,45,0.0,2017-08-02
133,https://www.mayoclinic.org/diseases-conditions/aortic-stenosis/symptoms-causes/syc-20353139,aortic valve stenosis,21,Learn more about the symptoms and treatment of this heart condition that occurs when the heart's aortic valve narrows.,118,60507,2444,27,18,84,55,70,47,0.0,2018-03-09
134,https://www.mayoclinic.org/diseases-conditions/aphasia/symptoms-causes/syc-20369518,aphasia,7,"Some conditions, including stroke or head injury, can seriously affect a person's ability to communicate. Learn about this condition and its care.",146,42953,1383,12,5,71,44,67,45,0.0,2020-04-22
135,https://www.mayoclinic.org/diseases-conditions/primary-progressive-aphasia/symptoms-causes/syc-20350499,primary progressive aphasia,27,Find out more about this type of dementia that affects the speech and language areas of the brain.,98,48108,1467,13,8,76,48,67,45,0.0,2018-12-27
136,https://www.mayoclinic.org/diseases-conditions/canker-sore/symptoms-causes/syc-20370615,canker sore,11,"Canker sore — Learn about the causes, treatment and prevention of this painful mouth sore.",90,48363,1694,10,5,70,43,69,46,0.0,2018-04-03
137,https://www.mayoclinic.org/diseases-conditions/broken-heart-syndrome/symptoms-causes/syc-20354617,broken heart syndrome,21,"Learn more about this temporary heart muscle condition that can mimic a heart attack. It may be triggered by stressful events, such as a loved one's death.",155,48147,1656,25,17,73,46,69,46,1.0,2019-11-14
138,https://www.mayoclinic.org/diseases-conditions/appendicitis/symptoms-causes/syc-20369543,appendicitis,12,"Is it just a bellyache or something more serious? Find out about the signs, symptoms and treatment for appendicitis — an inflammation of the appendix.",150,44876,1141,12,5,73,46,68,46,1.0,2019-05-24
139,https://www.mayoclinic.org/diseases-conditions/viral-hemorrhagic-fevers/symptoms-causes/syc-20351260,viral hemorrhagic fevers,24,"Learn more about the symptoms, treatment and prevention of these sometimes deadly diseases.",91,45623,1733,17,8,67,41,67,45,0.0,2019-01-26
140,https://www.mayoclinic.org/diseases-conditions/broken-arm/symptoms-causes/syc-20353260,broken arm,10,Treatment depends on the site and severity of the injury. Simple breaks might be treated with a sling and ice. Complicated fractures may require surgery.,153,48260,1634,14,7,72,45,69,46,0.0,2017-07-28
141,https://www.mayoclinic.org/diseases-conditions/heart-arrhythmia/symptoms-causes/syc-20350668,heart arrhythmia,16,"Learn about common heart disorders that can cause your heart to beat too fast, too slow or irregularly.",103,68502,3397,54,34,94,65,67,45,1.0,2019-11-19
142,https://www.mayoclinic.org/diseases-conditions/arteriosclerosis-atherosclerosis/symptoms-causes/syc-20350569,arteriosclerosis / atherosclerosis,34,"Learn about the symptoms, causes and treatment for hardening of the arteries.",77,53680,2013,28,16,80,52,68,46,1.0,2018-04-24
143,https://www.mayoclinic.org/diseases-conditions/arteriovenous-fistula/symptoms-causes/syc-20369567,arteriovenous fistula,21,Abnormal connections between arteries and veins may cause certain complications. Learn more about the causes and possible treatment options.,140,46580,1628,12,5,71,44,67,45,0.0,2018-05-15
144,https://www.mayoclinic.org/diseases-conditions/arteriovenous-malformation/symptoms-causes/syc-20350544,arteriovenous malformation,26,"An AVM is a tangle of blood vessels that affects the flow of blood and oxygen, but treatment can help.",102,47472,1393,19,12,76,48,67,45,0.0,2019-05-17
145,https://www.mayoclinic.org/diseases-conditions/giant-cell-arteritis/symptoms-causes/syc-20372758,giant cell arteritis,20,"Head pain and tenderness are the most common symptoms of giant cell arteritis, an inflammation of the lining of your arteries.",126,47835,1538,12,7,71,44,68,46,0.0,2018-09-27
146,https://www.mayoclinic.org/diseases-conditions/takayasus-arteritis/symptoms-causes/syc-20351335,takayasu's arteritis,20,This rare disease damages the aorta — the large artery that carries blood from your heart to the rest of your body. Medications can prevent complications.,154,51874,1722,19,10,76,49,67,45,0.0,2019-03-06
147,https://www.mayoclinic.org/diseases-conditions/arthritis/symptoms-causes/syc-20350772,arthritis,9,"Learn about how different types of arthritis affect joints in different ways, along with how to get relief from arthritis pain.",127,59434,1841,17,8,91,64,77,53,1.0,2019-07-19
148,https://www.mayoclinic.org/diseases-conditions/thumb-arthritis/symptoms-causes/syc-20378339,thumb arthritis,15,"This common condition can cause pain and mobility issues, making simple tasks difficult. Treatment may include medications, splints and sometimes surgery.",154,49898,1275,21,10,78,51,72,48,0.0,2018-06-09
149,https://www.mayoclinic.org/diseases-conditions/osteoarthritis/symptoms-causes/syc-20351925,osteoarthritis,14,"This most common form of arthritis mainly affects joints in your hands, knees, hips and spine. There's no cure, but symptoms can be managed.",140,57852,1546,15,8,87,60,76,52,1.0,2020-02-22
150,https://www.mayoclinic.org/diseases-conditions/gout/symptoms-causes/syc-20372897,gout,4,"This type of arthritis can cause sudden, severe attacks of pain, swelling, redness and tenderness – often in the joint at the base of the big toe.",146,51315,1972,10,5,72,45,71,47,1.0,2019-03-01
151,https://www.mayoclinic.org/diseases-conditions/bone-and-joint-infections/symptoms-causes/syc-20350755,septic arthritis,16,Septic arthritis — Comprehensive overview covers symptoms and treatment of joint infections.,92,42711,1220,15,7,70,43,67,45,0.0,2018-12-01
152,https://www.mayoclinic.org/diseases-conditions/juvenile-idiopathic-arthritis/symptoms-causes/syc-20374082,juvenile idiopathic arthritis,29,"Juvenile idiopathic arthritis (JIA) was formerly known as juvenile rheumatoid arthritis. JIA can cause growth problems, joint damage and eye inflammation.",154,46693,1285,15,7,75,48,69,46,0.0,2017-12-20
153,https://www.mayoclinic.org/diseases-conditions/psoriatic-arthritis/symptoms-causes/syc-20354076,psoriatic arthritis,19,This form of arthritis affects some people who have psoriasis — a condition that features red patches of skin topped with silvery scales.,137,56053,1717,14,7,90,62,69,46,0.0,2019-09-21
154,https://www.mayoclinic.org/diseases-conditions/reactive-arthritis/symptoms-causes/syc-20354838,reactive arthritis,18,Reactive arthritis can cause inflammation in the eyes and urinary tract — in addition to your joints. Symptoms typically disappear within a year.,145,46607,1291,13,6,69,43,71,47,0.0,2019-10-02
155,https://www.mayoclinic.org/diseases-conditions/rheumatoid-arthritis/symptoms-causes/syc-20353648,rheumatoid arthritis,20,"This chronic inflammatory disorder can affect more than just your joints. It can also damage the skin, eyes, lungs, heart and blood vessels.",140,64004,2014,13,8,101,70,70,47,1.0,2019-03-01
